tweet_id,source,Tweet_text,Rating_recieved,Total_Rating,text_dog_name,stage,dog_stage,Date,Time,img_num,dog_breed_prediction,prediction_confidence,favorite_count,retweet_count
-766013440,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14.0,10,Elliot,,,2017-07-10, 15:58:53,1.0,pembroke,0.993225,24638.0,4970.0
-933888000,iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,13.0,10,Louis,,,2017-07-10, 03:08:17,,,,65757.0,17715.0
-1344819199,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12.0,10,Bella,doggo,,2017-07-09, 21:29:42,1.0,german shepherd,0.707046,18536.0,2612.0
211156995,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12.0,10,Jesse,,,2017-07-09, 00:00:04,1.0,doberman,0.610946,19847.0,2983.0
-392712192,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",13.5,10,Romeo,,,2017-07-08, 00:28:19,1.0,golden retriever,0.943082,41620.0,8620.0
1033334786,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,10,Bailey,floofer,,2017-07-07, 16:22:55,1.0,chow,0.9879969999999999,20601.0,3211.0
810987520,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13.0,10,Duddles,,,2017-07-07, 00:17:54,2.0,golden retriever,0.9495620000000001,33679.0,5782.0
1771548672,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13.0,10,Jack,,,2017-07-06, 15:58:11,1.0,eskimo dog,0.46677799999999997,21696.0,3380.0
1532407808,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,10,Steven,pupper,,2017-07-06, 00:46:41,1.0,labrador retriever,0.85005,25655.0,4263.0
1956085760,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13.0,10,Beau,,,2017-07-05, 15:48:34,1.0,pembroke,0.542982,25478.0,5287.0
-115953664,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13.0,10,Snoopy,,,2017-07-04, 16:01:23,1.0,golden retriever,0.762211,40621.0,10093.0
-1491640318,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13.0,10,Shadow,,,2017-07-04, 01:18:17,,,,26617.0,4244.0
-728260606,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12.0,10,Emmy,,,2017-07-03, 16:04:48,1.0,weimaraner,0.291539,22139.0,2968.0
-506015744,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13.0,10,Aja,,,2017-07-03, 00:11:11,1.0,saluki,0.529012,46058.0,9321.0
-1084829696,iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse r,17.0,10,Penny,,,2017-07-02, 21:58:53,,,,114.0,8.0
1305923586,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14.0,10,Nelly,pupper,,2017-07-02, 15:32:16,1.0,samoyed,0.281463,44941.0,13980.0
404185088,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10,Ginger,,,2017-07-01, 21:49:04,,,,21173.0,4643.0
-1315475454,iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10,Benedict,,,2017-06-30, 23:47:07,,,,15551.0,2441.0
1008185344,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10,Venti,,,2017-06-30, 19:35:32,1.0,pembroke,0.791416,19369.0,3335.0
1998041088,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10,Goose,,,2017-06-29, 16:39:47,1.0,golden retriever,0.9132549999999999,25837.0,5426.0
-1621667840,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10,Nugget,,,2017-06-29, 00:27:25,1.0,chihuahua,0.238525,24490.0,3626.0
-1705586687,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10,Cash,,,2017-06-28, 16:09:20,1.0,miniature pinscher,0.120298,25122.0,3795.0
-57167872,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13.0,10,Jed,,,2017-06-28, 00:42:13,3.0,basset,0.813507,20364.0,3042.0
207069186,iPhone,@RealKen,14.0,10,Sebastian,,,2017-06-27, 12:14:36,,,,288.0,10.0
-506068992,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12.0,10,Sierra,,,2017-06-27, 00:10:17,1.0,german short-haired pointer,0.479896,21380.0,2766.0
186101766,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10,Monkey,,,2017-06-26, 19:07:24,1.0,english springer,0.383404,96062.0,39011.0
-950665216,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,Harry,,,2017-06-26, 16:31:08,,,,15341.0,2740.0
-950665216,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,Harry,,,2017-06-26, 16:31:08,,,,4090.0,1345.0
-1051234304,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11.0,10,Rover,,,2017-06-25, 18:56:45,,,,20508.0,4125.0
-606629886,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13.0,10,Napolean,,,2017-06-25, 16:07:47,1.0,vizsla,0.960513,17310.0,2342.0
1972809730,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13.0,10,Boomer,puppo,,2017-06-25, 00:45:22,2.0,italian greyhound,0.734684,17655.0,3596.0
2136428548,iPhone,Martha is stunning how h*ckin dare you. 13/10 ,13.0,10,Cody,,,2017-06-24, 13:24:20,,,,27350.0,6183.0
-2074763264,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY ",13.0,10,Clifford,,,2017-06-23, 16:00:04,1.0,basset,0.32042,7020.0,1116.0
898981888,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14.0,10,Dewey,,,2017-06-23, 01:10:23,1.0,french bulldog,0.839097,38319.0,5969.0
-812253184,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13.0,10,Stanley,,,2017-06-22, 03:54:17,2.0,chesapeake bay retriever,0.8379559999999999,71905.0,16555.0
-992555008,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12.0,10,Gizmo,,,2017-06-21, 15:58:08,1.0,basset,0.995368,20648.0,3319.0
1813487616,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12.0,10,Harold,,,2017-06-20, 16:29:50,1.0,pembroke,0.9311200000000001,24666.0,4861.0
26595328,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12.0,10,Shikha,pupper,,2017-06-19, 16:24:33,1.0,bloodhound,0.575751,18851.0,2922.0
-103530495,iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,14.0,10,Lili,,,2017-06-18, 20:30:39,,,,21680.0,4126.0
1821876224,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13.0,10,Jamesy,,,2017-06-18, 16:57:37,1.0,golden retriever,0.874566,17117.0,2077.0
-1751789568,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13.0,10,Coco,,,2017-06-17, 16:52:05,1.0,bernese mountain dog,0.534327,25528.0,4081.0
2023079936,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13.0,10,Boomer,,,2017-06-16, 16:11:53,1.0,labrador retriever,0.799551,22908.0,3751.0
1276497920,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,13.0,10,Sammy,,,2017-06-15, 00:13:52,1.0,siberian husky,0.245048,20003.0,4299.0
-1651138560,iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,13.0,10,Nelly,,,2017-06-14, 21:06:43,,,,25046.0,5349.0
-745185280,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,12.0,10,Meatball,,,2017-06-14, 16:04:48,2.0,west highland white terrier,0.7143189999999999,23307.0,4146.0
-49020928,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12.0,10,Paisley,,,2017-06-13, 17:29:20,1.0,labrador retriever,0.836052,25396.0,4079.0
-577269760,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13.0,10,Neptune,pupper,,2017-06-12, 16:06:11,1.0,cocker spaniel,0.437216,23803.0,3635.0
-132669440,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12.0,10,Belle,,,2017-06-12, 00:15:36,1.0,flat-coated retriever,0.8321770000000001,20766.0,3509.0
2098679808,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",13.0,10,Zooey,puppo,,2017-06-11, 21:18:31,2.0,cardigan,0.806674,31180.0,8979.0
-988368895,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13.0,10,Jersey,,,2017-06-10, 16:39:04,1.0,newfoundland,0.678537,22152.0,3464.0
1838469120,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD ",12.0,10,Burt,pupper,,2017-06-09, 16:22:42,1.0,vizsla,0.6197819999999999,6547.0,1392.0
-1085001728,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,12.0,10,Lorenzo,doggo,,2017-06-09, 00:02:31,2.0,labrador retriever,0.47691300000000003,24907.0,4761.0
-1961439232,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",13.0,10,Carl,,,2017-06-08, 14:20:41,3.0,pug,0.9991200000000001,13490.0,3281.0
-1470652416,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,13.0,10,Milky,,,2017-06-08, 01:06:27,1.0,cocker spaniel,0.513191,18961.0,3212.0
-266883072,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,12.0,10,Trooper,,,2017-06-07, 16:14:40,1.0,pembroke,0.931861,37293.0,8034.0
605523969,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,13.0,10,quite,,,2017-06-07, 01:19:32,2.0,labrador retriever,0.9720190000000001,,
1033342977,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,12.0,10,Sophie,,,2017-06-06, 16:07:15,,,,31322.0,7160.0
2027401217,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,13.0,10,Wyatt,,,2017-06-06, 00:01:46,1.0,shetland sheepdog,0.9691709999999999,34333.0,9653.0
106389507,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,12.0,10,Rosie,pupper,,2017-06-05, 16:15:56,2.0,labrador retriever,0.921393,18505.0,3079.0
1930874881,iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,12.0,10,Thor,doggo,,2017-06-04, 23:56:03,2.0,komondor,0.9747809999999999,18488.0,3066.0
-1852350464,iPhone,Never doubt a doggo 14/10 ,14.0,10,Zeke,doggo,,2017-06-03, 20:33:19,,,,19175.0,4880.0
-1567129599,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",13.0,10,Callie,,,2017-06-03, 15:55:36,1.0,kelpie,0.3980530000000001,20850.0,3370.0
-1248407552,iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,11.0,10,Cermet,,,2017-06-03, 00:48:22,,,,30814.0,5476.0
945250304,iPhone,@ComplicitOwl @ShopWeRateDogs &gt;10/,10.0,10,quite,,,2017-06-02, 19:38:25,,,,110.0,3.0
-501768190,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV ",13.0,10,Marlee,,,2017-06-02, 15:00:16,4.0,pembroke,0.9454950000000001,11258.0,2305.0
488087552,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,13.0,10,Arya,,,2017-06-01, 20:18:38,1.0,golden retriever,0.841001,76400.0,23666.0
-1550356476,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",13.0,10,Einstein,,,2017-06-01, 16:00:09,2.0,greater swiss mountain dog,0.6227520000000001,20116.0,3680.0
219631617,iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,14.0,10,Rumpole,,,2017-05-31, 23:43:25,,,,33509.0,7374.0
-1776898048,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",13.0,10,Aspen,,,2017-05-31, 04:27:59,1.0,pembroke,0.9801479999999999,39178.0,9036.0
2039967745,iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,13.0,10,Jarod,,,2017-05-30, 23:51:58,1.0,pembroke,0.993449,25889.0,5589.0
-1328050174,iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,12.0,10,Wiggles,doggo,,2017-05-30, 16:49:31,1.0,chihuahua,0.9551559999999999,14686.0,2762.0
806838272,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,13.0,10,General,,,2017-05-29, 16:24:37,1.0,pembroke,0.664181,18762.0,3345.0
1213513729,iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,14.0,10,Sailor,,,2017-05-28, 17:23:24,,,,60003.0,12805.0
-1261125632,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,13.0,10,Snoop,,,2017-05-28, 00:18:35,1.0,labrador retriever,0.868107,24456.0,4703.0
240402432,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f ",12.0,10,Kyle,,,2017-05-27, 19:39:34,1.0,whippet,0.378151,9276.0,1830.0
-111759360,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",12.0,10,Leo,,,2017-05-26, 00:29:37,1.0,labrador retriever,0.522644,22317.0,3732.0
1264017409,iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,13.0,10,Riley,,,2017-05-25, 16:10:44,2.0,border collie,0.661953,31281.0,6536.0
1452716033,iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,12.0,10,Noosh,puppo,,2017-05-24, 16:44:18,1.0,eskimo dog,0.6164569999999999,14799.0,2225.0
-1319763968,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",13.0,10,Odin,,,2017-05-23, 16:16:06,1.0,samoyed,0.47140299999999996,29661.0,7055.0
-313032700,iPhone,He was providing for his family 13/10 how dare you ,13.0,10,Georgie,,,2017-05-22, 18:21:28,,,,18424.0,4306.0
1163141120,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,12.0,10,Rontu,,,2017-05-22, 16:06:55,1.0,flat-coated retriever,0.51473,17753.0,3092.0
1989595137,iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",13.0,10,Cannon,pupper,,2017-05-22, 00:28:40,2.0,french bulldog,0.905334,112637.0,31572.0
1998032899,iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,12.0,10,Furzey,,,2017-05-21, 16:48:45,1.0,samoyed,0.984086,48231.0,12752.0
-61362176,iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",13.0,10,Tuck,,,2017-05-19, 23:57:46,1.0,golden retriever,0.673664,23733.0,5050.0
-1432956928,iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,13.0,10,Barney,,,2017-05-19, 00:12:11,2.0,chesapeake bay retriever,0.832435,24429.0,4492.0
-149684224,iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,13.0,10,Vixen,,,2017-05-18, 00:50:50,1.0,pembroke,0.9898819999999999,25898.0,6950.0
1494700032,iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,14.0,10,Jarvis,,,2017-05-17, 16:00:15,,,,29786.0,7806.0
